Position,Track Name,Artist,Streams,URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,lyrics
80,Shallow,Lady Gaga,995325,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4,"[Verse 1: Bradley Cooper]
Tell me somethin', girl
Are you happy in this modern world?
Or do you need more?
Is there somethin' else you're searchin' for?

[Refrain: Bradley Cooper]
I'm fallin'
In all the good times
I find myself longing for change
And, in the bad times, I fear myself

[Verse 2: Lady Gaga]
Tell me something, boy
Aren't you tired tryna fill that void?
Or do you need more?
Ain't it hard keepin' it so hardcore?

[Refrain: Lady Gaga]
I'm falling
In all the good times
I find myself longing for change
And, in the bad times, I fear myself

[Chorus: Lady Gaga]
I'm off the deep end, watch as I dive in
I'll never meet the ground
Crash through the surface where they can't hurt us
We're far from the shallow now

[Post-Chorus: Lady Gaga & Bradley Cooper]
In the sha-ha, sha-hallow
In the sha-ha, sha-la-la-la-low
In the sha-ha, shallow
We're far from the shallow now

[Bridge: Lady Gaga]
Oh, ha, ah, ha
Oh-ah, ha

[Chorus: Lady Gaga]
I'm off the deep end, watch as I dive in
I'll never meet the ground
Crash through the surface where they can't hurt us
We're far from the shallow now

[Post-Chorus: Lady Gaga & Bradley Cooper]
In the sha-ha, shallow
In the sha-ha, sha-la-la-la-low
In the sha-ha, shallow
We're far from the shallow now"
81,Stupid Love,Lady Gaga,985729,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb,0.676,0.815,8,-4.294,1,0.0625,0.00146,0.00041,0.275,0.796,117.973,audio_features,2kJu14V7hbZw3I4K8L8SXb,spotify:track:2kJu14V7hbZw3I4K8L8SXb,https://api.spotify.com/v1/tracks/2kJu14V7hbZw3I4K8L8SXb,https://api.spotify.com/v1/audio-analysis/2kJu14V7hbZw3I4K8L8SXb,193531,4,"[Verse 1]
You're the one that I've been waiting for
Gotta quit this cryin', nobody's gonna
Heal me if I don't open the door
Kinda hard to believe, gotta have faith in me

[Refrain]
Freak out, freak out, freak out, freak out (Look at me)
Get down, get down, get down, get down (Look at me)
Freak out, freak out, freak out, freak out
Look at me now

[Pre-Chorus]
'Cause all I ever wanted was love
Hey-ah, hey-ah (Ooh-ooh)
Hey-ah, hey-ah (Ooh-ooh)
Hey-ah, hey-ah
All I ever wanted was love
Hey-ah, hey-ah (Ooh-ooh)
Hey-ah, hey-ah (Ooh-ooh)
Hey-ah, hey-ah, hey-ah (Hey yeah, hey yeah)

[Chorus]
I want your stupid love, love
I want your stupid love, love
(Oh-oh-oh, oh-oh-oh, oh-oh, oh-oh-oh-oh-oh)

[Verse 2]
Now, it's time to free me from the shame
I gotta find that peace, is it too late or
Could this love protect me from the pain?
I would battle for you (Even if we break in two)

[Refrain]
Freak out, freak out, freak out, freak out (Look at me)
Get down, get down, get down, get down (Look at me)
Freak out, freak out, freak out, freak out
Look at me now

[Pre-Chorus]
'Cause all I ever wanted was love
Hey-ah, hey-ah (Ooh-ooh)
Hey-ah, hey-ah (Ooh-ooh)
Hey-ah, hey-ah
All I ever wanted was love
Hey-ah, hey-ah (Ooh-ooh)
Hey-ah, hey-ah (Ooh-ooh)
Hey-ah, hey-ah, hey-ah (Hey yeah, hey yeah)

[Chorus]
I want your stupid love, love
I want your stupid love, love
(Oh-oh-oh, oh-oh-oh, oh-oh, oh-oh-oh-oh-oh)

[Bridge]
I don't need a reason (Oh)
Not sorry, I want your stupid love
I don't need a reason (Oh)
Not sorry, I want your stupid love
Hey yeah, hey yeah

[Chorus]
I want your stupid love, love (Oh, oh, woo)
We got a stupid love, love (Love, love, oh)
(Oh-oh-oh, oh-oh-oh, oh-oh, oh-oh-oh-oh-oh)
I want your stupid love, love
(Oh-oh-oh, oh-oh-oh, oh-oh, oh-oh-oh-oh-oh)
I want your stupid love, love"
82,HIGHEST IN THE ROOM,Travis Scott,984744,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,audio_features,3eekarcy7kvN4yt5ZFzltW,spotify:track:3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/tracks/3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/audio-analysis/3eekarcy7kvN4yt5ZFzltW,175721,4,"[Chorus]
I got room in my fumes (Yeah)
She fill my mind up with ideas
I'm the highest in the room (It’s lit)
Hope I make it outta here (Let's go)

[Verse 1]
She saw my eyes, she know I'm gone (Ah)
I see some things that you might fear
I’m doin' a show, I'll be back soon (Soon)
That ain't what she wanna hear (Nah)
Now I got her in my room (Ah)
Legs wrapped around my beard
Got the fastest car, it zoom (Skrrt)
Hope we make it outta here (Ah)
When I'm with you, I feel alive
You say you love me, don't you lie (Yeah)
Won't cross my heart, don't wanna die
Keep the pistol on my side (Yeah)

[Chorus]
Case it’s fumes (Smoke)
She fill my mind up with ideas (Straight up)
I’m the highest in the room (It's lit)
Hope I make it outta here (Let’s go, yeah)

[Verse 2]
We ain't stressin' 'bout the loot (Yeah)
My block made of quesería
This not the molly, this the boot
Ain’t no comin' back from here
Live the life of La Familia
It's so much gang that I can't see ya (Yeah)
Turn it up 'til they can't hear (We can't)
Runnin', runnin' 'round for the thrill
Yeah, dawg, dawg, 'round my real (Gang)
Raw, raw, I been pourin' to the real (Drank)
Nah, nah, nah, they not back of the VIP (In the VIP)
Gorgeous, baby, keep me hard as steel
Ah, this my life, I did not choose
Uh, been on this since we was kids
We gon' stay on top and break the rules
Uh, I fill my mind up with ideas

[Chorus]
Case it's fumes
She fill my mind up with ideas (Straight up)
I'm the highest in the room (I'm the highest, it's lit)
Hope I make it outta here

[Outro]"
83,Heartless,The Weeknd,984676,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,audio_features,6bnF93Rx87YqUBLSgjiMU8,spotify:track:6bnF93Rx87YqUBLSgjiMU8,https://api.spotify.com/v1/tracks/6bnF93Rx87YqUBLSgjiMU8,https://api.spotify.com/v1/audio-analysis/6bnF93Rx87YqUBLSgjiMU8,198267,4,"[Intro]
Young Metro, young Metro, young Metro (Sheesh)
Ayy (Ayy)
Young Metro, young Metro

[Verse 1]
Never need a bitch, I'm what a bitch need (Bitch need)
Tryna find the one that can fix me
I've been dodgin' death in the six-speed
Amphetamine got my stummy feelin' sickly
Yeah, I want it all now
I've been runnin' through the pussy, need a dog pound
Hundred models gettin' faded in the compound
Tryna love me, but they never get a pulse down

[Chorus]
Why? 'Cause I'm heartless
And I'm back to my ways 'cause I'm heartless
All this money and this pain got me heartless
Low life for life 'cause I'm heartless
Said I'm heartless
Tryna be a better man, but I'm heartless
Never be a weddin' plan for the heartless
Low life for life 'cause I'm heartless

[Verse 2]
Said I'm heartless
So much pussy, it be fallin' out the pocket
Metro Boomin turn this ho into a moshpit
Tesla pill got me flyin' like a cockpit
Yeah, I got her watchin'
Call me up, turn that pussy to a faucet
Duffle bags full of drugs and a rocket
Stix drunk, but he never miss a target
Photoshoots, I'm a star now (Star)
I'm talkin' Time, Rolling Stone, and Bazaar now (Bazaar now)
Sellin' dreams to these girls with their guard down (What?)
Seven years, I've been swimmin' with the sharks now

[Chorus]
Why? 'Cause I'm heartless
And I'm back to my ways 'cause I'm heartless
All this money and this pain got me heartless
Low life for life 'cause I'm heartless
Said I'm heartless
Tryna be a better man, but I'm heartless
Never be a weddin' plan for the heartless
Low life for life 'cause I'm heartless

[Bridge]
I lost my heart and my mind
I try to always do right
I thought I lost you this time
You just came back in my life
You never gave up on me (Why don't you?)
I'll never know what you see (Why won't you?)
I don't do well when alone (Oh yeah)
You hear it clear in my tone

[Chorus]
'Cause I'm heartless (Ooh)
And I'm back to my ways 'cause I'm heartless
All this money and this pain got me heartless
Low life for life 'cause I'm heartless
Said I'm heartless
Tryna be a better man, but I'm heartless
Never be a weddin' plan for the heartless
Low life for life 'cause I'm heartless"
84,P2,Lil Uzi Vert,982137,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5,0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086,audio_features,3kW4z2pIj5VY5fLjBrMRL5,spotify:track:3kW4z2pIj5VY5fLjBrMRL5,https://api.spotify.com/v1/tracks/3kW4z2pIj5VY5fLjBrMRL5,https://api.spotify.com/v1/audio-analysis/3kW4z2pIj5VY5fLjBrMRL5,234627,4,"[Intro]
Ooh, I'm startin' over
Stackin' in it, it was the top, now are you alright?
I'm quite alright, damn, my money's right
Yeah, ayy, yeah, it's quite alright
I wake up in the morning, then I'm gettin' back to it (Back to it)
Yeah, yeah, I'm gettin' back to it
You ain't show me no love, so I turned my back to you
Yeah, yeah, I can't give no racks to you (8…)

[Chorus]
I don't really care 'cause I'm done
On the real, our love is not fun
There's no emotion on my face 'cause I'm numb
You see me everywhere you look, no, you can't hide or run (Yeah, Lil Uzi, yeah)
Woah, everything I said
Messin' with your head, messin' with your head
I said, everything I said, messin' with your head
Messin' with your head, woah, messin' with your head, woah

[Verse 1]
I've been textin' her all night (Night), she know I was doin' wrong (Yeah)
She left me right on read now, I'm walkin' with my head down (I love you)
I gotta keep my head high
I got a whole 'nother check, not talkin' verified (Okay)
Rest in peace my dead guys
I am no hater, yeah, we in the same whip
The only difference is that you do not own it (Skrrt, skrrt)
I can just tell by the way that you drivin' it
I pull up in that car just like it's stolen
Yeah, I came a long way, came from the hallway
I can't stop, keep goin'
Yes, my life just feel like one long day, I just live in the moment
Woah, ooh, comin' out just when the sun down
My boys, they ruthless like coupes and they really run down
I got paper cuts from hundred dollar bills covered in bustdowns
Countin' with my thumb now, money make me numb now

[Chorus]
I don't really care 'cause I'm done
On the real, our love is not fun (Yeah)
There's no emotion on my face 'cause I'm numb
You see me everywhere you look, no, you can't hide or run
Yeah, everything I said
Messin' with your head, messin' with your head
I said, everything I said messin' with your head
Messin' with your head, woah, messin' with your head, woah

[Verse 2]
I just got richer overseas, yeah
Lookin' at my watch and it's a Richard and it's green, yeah
I'm still smokin' on that good, know I'm blowin' out that steam, yeah
You wouldn't even believe the numbers stuffed up in my jeans, yeah
Tell that girl to back-back, gotta stack racks (Ayy)
No, I can't go out sad, can't go out bad, yeah
I told that girl I'm not no duck, this ain't Aflac, yeah
I don't wanna get older, I'm still livin' in my last year
I hope my life just keep goin', don't worry 'bout that
Just tighten up and keep flowin', cowabunga
She gon' ride me like wakeboard (Yeah)
I'm lickin' on her body until she don't make noise, yeah (Noise)

[Chorus]
I don't really care 'cause I'm done
On the real, our love is not fun
There's no emotion on my face 'cause I'm numb
You see me everywhere you look, no, you can't hide or run
Yeah, yeah, everything I said
Messin' with your head, messin' with your head
I said, everything I said, messin' with your head
Messin' with your head, woah, messin' with your head, woah

[Outro]
Woah, I said, messin' with your head, woah
Messin' with your head
Yeah
Thank you
No, really, thank you
You're far too kind
You, and you, and you, an experience of a lifetime
I see all of it (Yeah)
Yeah, I really appreciate you"
85,when the party's over,Billie Eilish,975942,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,audio_features,43zdsphuZLzwA9k4DJhU0I,spotify:track:43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,196077,4,"[Verse 1]
Don't you know I'm no good for you?
I've learned to lose you, can't afford to
Tore my shirt to stop you bleedin'
But nothin' ever stops you leavin'

[Chorus]
Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that

[Verse 2]
Don't you know too much already?
I'll only hurt you if you let me
Call me friend, but keep me closer (Call me back)
And I'll call you when the party's over

[Chorus]
Quiet when I'm coming home and I'm on my own
And I could lie, say I like it like that, like it like that
Yeah, I could lie, say I like it like that, like it like that

[Bridge]
But nothin' is better sometimes
Once we've both said our goodbyes
Let's just let it go
Let me let you go

[Chorus]
Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that"
86,Brooklyn Bridge To Chorus,The Strokes,962741,https://open.spotify.com/track/2mDYYGaGd9uXKkK2YhDA3i,0.628,0.571,0,-3.897,1,0.0631,0.00602,8.89e-05,0.0833,0.465,119.894,audio_features,2mDYYGaGd9uXKkK2YhDA3i,spotify:track:2mDYYGaGd9uXKkK2YhDA3i,https://api.spotify.com/v1/tracks/2mDYYGaGd9uXKkK2YhDA3i,https://api.spotify.com/v1/audio-analysis/2mDYYGaGd9uXKkK2YhDA3i,235947,4,"[Verse 1]
One shot is never enough
I just wait for us to go in circles
A lifetime of giving my all for you
(Hostile, give me a break
Don't say it's in the bottle of air)

[Pre-Chorus]
And first, he would tell me I'm his friend
Actually, no thanks, I'm okay
And then he would send weird looks my way

[Chorus]
I want new friends, but they don't want me
They're making plans while I watch TV
Thought it was them, but maybe it's me
I want new friends, but they don't want me

[Post-Chorus]
And the '80s song, yeah, how did it go?
When they said, ""This is the beginning of the best years""
Even though, false, break

[Verse 2]
One shot is never enough
I just wait for this to go into circles
And the distance from my room, is anything so necessary?
I was thinking about that thing that you said last night, so boring

[Pre-Chorus]
And the '80s bands? Oh, where did they go?
Can we switch into the chorus right now?

[Chorus]
I want new friends, but they don't want me
They have some fun, but then they just leave
Is it just them? Or maybe all me?
Why my new friends don't seem to want me

[Post-Chorus]
Hurts my case, but that's okay
It hurts my case, but that's okay
We're dancing on a moonbeam
On and on and on and on and on

[Bridge]
The deeper I get, the less that I know
That's the way that it go
The less that I know, the deeper I go
Juliet, I adore
The deeper I get, the less that I know
Diminishing returns, oh

[Outro]
Oh, that's how it goes
All I wanna say
On another song
On another day
On another song
On another day
On another song
On another break"
87,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,952227,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,audio_features,4S2uhQE8L9V6p7rj7SiauJ,spotify:track:4S2uhQE8L9V6p7rj7SiauJ,https://api.spotify.com/v1/tracks/4S2uhQE8L9V6p7rj7SiauJ,https://api.spotify.com/v1/audio-analysis/4S2uhQE8L9V6p7rj7SiauJ,225857,4,"[Intro: YNW Melly]
Suicidal
Your love is suicidal
Lately I've been feeling suicidal
Your love is suicidal

[Pre-Chorus: YNW Melly]
I thought that we were meant to be
You took my heart and made it bleed
I gave you all my ecstasy
I know you'll be the death of me (Keep it Z3N)
Left lipstick on my Hennessy
Felt like you took my soul from me
You gave me all your ecstasy
I thought that we were meant to be

[Chorus: YNW Melly & Juice WRLD, Both]
Your love is suicidal
For me, your love is suicidal
To me, your love is suicidal (Ooh)
To me, your love is suicidal

[Verse 1: Juice WRLD]
Sippin' on this Hennessy, once you were my friend
Now you turned into my enemy, here we go again
I think love is just like money how it blows in the wind
Got me taking medicine, these is not no vitamins
I thought that we were meant to be
'Til you struck out like one, two, three
The thought of you was heavenly
At first, now it's where Hell will be
Oh, I've been balling on my own, shawty, sipping fours
Pour it in a twenty, make it strong, shawty, gripping poles
Catch your new lil' nigga and it's on, shawty, I'ma blow
Hit him with the Ruger and it's too silent, make it go (Shh)
Do him bogus, make his heart hurt, that's what love is
You're leaving me for him, are you on drugs, bitch?
I know you are, 'cause you're never Perc'-less, so perfect

[Pre-Chorus: YNW Melly]
I thought that we were meant to be
You took my heart and made it bleed
I gave you all my ecstasy
I know you'll be the death of me
Left lipstick on my Hennessy
Felt like you took my soul from me
You gave me all your ecstasy
I thought that we were meant to be

[Chorus: YNW Melly & Juice WRLD, Both]
Your love is suicidal
For me, your love is suicidal
To me, your love is suicidal (Ooh)
To me, your love is suicidal

[Verse 2: YNW Melly]
I'm sippin' Hennessy-'y-'y, ooh
I'm sippin' Hennessy-'y-'y, ooh
I don't wanna lose my conscience
Drinkin' all this Hennessy
But, baby, you took control of me
And I got too many enemies
I knew you wanted to fuck him 'cause I could tell

[Chorus: YNW Melly & Juice WRLD, Both]
Your love is suicidal
For me, your love is suicidal
To me, your love is suicidal (Ooh)
To me, your love is suicidal

[Outro: Juice WRLD]
Huh, ooh, I'm pissin' Hennessy-'y-'y, ooh
Then flush it in the past, then fornicate with cash
I'm tryna heal the gash, you up and made a slash, then left (Ooh)
You tell your friends I was the worst even though it isn't true
You actin' out your body, baby, I know it isn't you
Seen you feel ridiculed when you played me like a fool"
88,Hola - Remix,Dalex,947777,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,0.654,0.672,0,-5.98,0,0.311,0.471,0.0,0.0781,0.343,181.857,audio_features,5stPVcRqb4qixbafP9e8lt,spotify:track:5stPVcRqb4qixbafP9e8lt,https://api.spotify.com/v1/tracks/5stPVcRqb4qixbafP9e8lt,https://api.spotify.com/v1/audio-analysis/5stPVcRqb4qixbafP9e8lt,249520,4,"[Letra de ""Hola (Remix)"" ft. Juhn & Dímelo Flow]

[Intro: Lenny Tavárez]
Eh
Esa nena cuando baila me vuelve loco y yo pago ese show
E' callaíta', pero la motiva el dembow

[Pre-Coro: Lenny Tavárez, Chencho Corleone & Ambos]
Y si la llego a besa-a-a-a-ar
Yo sé que tú te vas a estremece-e-e-e-er (Okay)
Después me pedirás un poco má-á-á-á-ás
Haré que se te erice to'a la pie-e-e-e-el
(This is the remix)

[Coro: Dalex, Dalex & Chencho Corleone, Lenny Tavárez & Chencho Corleone]
Hola (Hola), no sé si te acuerdas de mí (Te acuerdas de mí)
Hace tiempo no te veo por ahí
Soy yo (Soy yo), el que siempre le hablaba de ti (Le hablaba de ti)
A tu mejor amiga, pa' que me tire la buena (Buena)
Hola (Hola), no sé si te acuerdas de mí (Uh-yeh)
Hace tiempo no te veo por ahí (Okay; uh-yeh)
Soy yo (Soy yo), el que siempre le hablaba de ti (-ba de ti)
A tu mejor amiga, pa' que me tire la buena (Buena; uh-yeh)

[Verso 1: Chencho Corleone]
(So?; jeje)
Y siempre me quedé (Ah)
Con las gana' de treparte y subirte (Ah)
La falda quitar, ponerte, yo soy y seré (Ah)
De tu cuerpo admirante
Y nunca se me van a ir las gana' que tengo de darte (Ah)
Y chica ven (Ey)
Bellaqueo en la pared siempre capté
Que conmigo te atreve', quiero saber
Si te mueves como bailas, si te mueve' como e'
Lo repetimo' cada vez

[Verso 2: Lenny Tavárez]
Tú me tiene' juqueao', ao'-ao'
Activao', ao'-ao'
Tú me conociste arrebatao', ao'-ao'
La noche prendía' y los ojo' apagao'
Igual sigo confiao'

[Pre-Coro: Lenny Tavárez, Chencho Corleone & Ambos]
Que si te llego a besa-a-a-a-ar
Yo sé que tú te vas a estremece-e-e-e-er
Después me pedirás un poco má-á-á-á-ás
Haré que se te erice to'a la pie-e-e-e-el

[Coro: Dalex, Dalex & Chencho Corleone, Lenny Tavárez & Chencho Corleone]
(Yeih)
Hola (Hola), no sé si te acuerdas de mí (Te acuerdas de mí; ¡sou!)
Hace tiempo no te veo por ahí (Por ahí; okay)
Soy yo (Soy yo), el que siempre le hablaba de ti (Le hablaba de ti)
A tu mejor amiga, pa' que me tire la buena

[Verso 3: Juhn]
(Me dicen Juhn El All Star, baby)
¿Quihubo, baby? (¡Wuh!)
Hace tiempo no te veía (Veía)
Yo soy el que tu amiga decía
El que le contaba las cosa' que te haría (Ay)
Puras suciería' (¡Wuh!)
Discúlpame que sea tan grosero (-sero)
Es que de verte yo me acelero (Acelero)
Si tengo que esperarte, yo espero (-pero; yah)
Por ti la cuenta la dejo en cero (Jajaja)
Y es que una baby como tú no se ve to' los día'
Rica ya tú te ve' con ropa y te quitaría
El panticito con la boca y de to' te haría
Si en la cama conmigo te enredaría'
(Oye, ma'; oye, ma')

[Puente: Dalex]
De tu cuerpo soy fanático, oh-woh (Oh-woh)
Y si te pruebo puede que me vuelva adicto
De tu cuerpo soy fanático, oh-woh, oh (Oh-woh, oh)
Y si te pruebo puede que me vuelva adicto (Yeih)

[Coro: Dalex & Chencho Corleone]
Hola (Hola), no sé si te acuerdas de mí (Uh-yeh; so?)
Hace tiempo no te veo por ahí (Okay; uh-yeh)
Soy yo (Soy yo), el que siempre le hablaba de ti (-ba de ti)
A tu mejor amiga, pa' que me tire la buena

[Outro: Dalex, Chencho Corleone & Juhn]
So? (Uh-yeh)
Yeah-yeah, yeah-yeah (Okay)
Dalex
Me dicen Juhn El All Star, baby
Chencho Corleone
Gaby Morales (Uh-yeh)
Rich Music
Dímelo Flow (Yeih)
Magnífico (Yeah-yeah)
(Yeah-yeah, eh)"
89,In Your Eyes (feat. Alida),Robin Schulz,947731,https://open.spotify.com/track/61ZM92T2zaXIVsqncThQzC,0.57,0.672,8,-5.89,0,0.0723,0.177,0.0,0.0768,0.448,120.019,audio_features,61ZM92T2zaXIVsqncThQzC,spotify:track:61ZM92T2zaXIVsqncThQzC,https://api.spotify.com/v1/tracks/61ZM92T2zaXIVsqncThQzC,https://api.spotify.com/v1/audio-analysis/61ZM92T2zaXIVsqncThQzC,208222,4,"[Verse 1]
Hearing whispers in the night
Voices filling up your mind
You're like a ghost of you
You've been drowning in the rain
Slowly saving up the pain
So deep inside of you

[Pre-Chorus]
See the colors of the sky
Slowly turn from black and white
A rising hope, bright as gold
Now there's nothing left to lose
So we're breaking all the rules
And they don't know what we know

[Chorus]
'Cause I can hear
The thunder from afar
A lightning in the dark
I can feel a fire come alive
So calm before the storm
So dark before the dawn
Oh, I can see the fire in your eyes (Oh)
In your eyes (Oh)
Oh, I can see the fire in your eyes (Oh)
In your eyes (Oh)
Oh, I can see the fire in your eyes
Oh, I can see the fire in your eyes

[Verse 2]
Now you'll never be the same
Once you felt that burning flame
You're chasing stars alive
What was broken's left behind
Watch it crumble in the light
Nothing can stop you now

[Pre-Chorus]
See the colors of the sky
Slowly turn from black and white (Ah)
A rising hope, bright as gold (Ah)
Now there's nothing left to lose
So we're breaking all the rules (Ah)
And they don't know what we know, whoa

[Chorus]
'Cause I can hear
The thunder from afar
A lightning in the dark (Oh)
I can feel a fire come alive
So calm before the storm
So dark before the dawn (Ah-yeah)
Oh, I can see the fire in your eyes (Oh)
In your eyes (Oh)
Oh, I can see the fire in your eyes (Oh)
In your eyes (Oh)
Oh, I can see the fire in your eyes (Oh, oh, oh, oh)
Oh, I can see the fire in your eyes (Oh)
Eh-yeah (Oh)
Oh, I can see the fire in your eyes (Oh, oh)
In your eyes (Oh)
Oh, I can see the fire in your eyes (Oh, oh)
In your eyes (Oh)
Oh, I can see the fire in your eyes"
90,Shotz Fired,Bonez MC,928921,https://open.spotify.com/track/0dy5NFDnx5fuZvE8ZXEX35,0.836,0.59,0,-9.07,1,0.0868,0.228,0.052,0.113,0.567,76.017,audio_features,0dy5NFDnx5fuZvE8ZXEX35,spotify:track:0dy5NFDnx5fuZvE8ZXEX35,https://api.spotify.com/v1/tracks/0dy5NFDnx5fuZvE8ZXEX35,https://api.spotify.com/v1/audio-analysis/0dy5NFDnx5fuZvE8ZXEX35,179320,4,"[Songtext zu „Shotz Fired​“]

[Pre-Hook]
AMG-Paket wie ein Gangster, weil ich leb' wie ein Gangster
Eines Tages ist das hier vorbei
Guck, ich lauf' und steh' wie ein Gangster, fühl' mich eh wie ein Gangster (Ah-ah)
Danke, mir geht's gut, weil ich bin high

[Hook]
Eine in dein Bein, boom, Shots fired (Duh)
Gruß an meinen kleinen Bullen-Nuttensohn aus Bayern
Sag, du bist nicht schwul (Hah), bist du Meier
Pack ma' lieber wieder deine Hand an meine Eier (Schwuchtel)
Jap, ich bin so cool, auweia
Fahr' den Wagen ohne Lappen oder spring' von Dreier
Hack' mir ein Tattoo
Hab' doch nix zu tun

[Part 1]
Meine Ex sucht ein'n, der sie richtig fickt
Aber hat damit kein Glück, weil keiner fickt wie ich
Tut mir leid, nicht, bleibe weiter fleißig
Mein Kaliber über dreißig und zerreißt dich wie ein'n Haifisch
Das' für dich, ja, dich (Ey), gar nix ist vom Tisch (Ja)
Trifft man sich da draußen, Gott bewahre dein Gesicht
Kein Spaß (Nein), glaub mir, keiner kann mich halten (Duh)
Multimillionär, dein'n klein'n Schein kannst du behalten (Päh)
Ich stehe auf, solang die Sonne noch scheint
Und wenn ich sterben sollte, soll es so sein
Und du guckst weiter meine Storys und weißt
Bonez lebt dieses Hollywoodlife (Bonez)

[Hook]
Eine in dein Bein, boom, Shots fired
Gruß an meinen kleinen Bullen-Nuttensohn aus Bayern
Sag, du bist nicht schwul (Hah), bist du Meier
Pack ma' lieber wieder deine Hand an meine Eier (Schwuchtel)
Jap, ich bin so cool, auweia
Fahr' den Wagen ohne Lappen oder spring' von Dreier
Hack' mir ein Tattoo
Hab' doch nix zu tun

[Part 2]
Immer noch kein Knast, fühl' mich einfach draußen frei
Und euch Schweinen passt das nicht, scheißt auf Polizei (Haha)
Hab' kein Abi, macht doch nix, immer alles abgestimmt
Wenn du sagst, ich bin dein Vorbild, will ich, dass du Wasser trinkst (Ja)
'Ne Waffe nimmst, dir alles schnappst, was Zaster bringt (Ja)
Zieh' die schwarze Maske auf, weil ohne Maske macht's kein'n Sinn (Nope)
Bad-Man-Ting, während dieser Bastard grinst
Liegen fünfzig Kilogramm im Astra drin

[Pre-Hook]
AMG-Paket wie ein Gangster, weil ich leb' wie ein Gangster
Eines Tages ist das hier vorbei
Guck, ich lauf' und steh' wie ein Gangster, fühl' mich eh wie ein Gangster (Gangster)
Danke, mir geht's gut, weil ich bin high

[Hook]
Eine in dein Bein, boom, Shots fired
Gruß an meinen kleinen Bullen-Nuttensohn aus Bayern
Sag, du bist nicht schwul (Hah), bist du Meier
Pack ma' lieber wieder deine Hand an meine Eier (Schwuchtel)
Jap, ich bin so cool, auweia
Fahr' den Wagen ohne Lappen oder spring' von Dreier
Hack' mir ein Tattoo
Hab' doch nix zu tun"
